transaction_id,account_id,tran_date,settle_date,merchant_id,transaction_type,amount_in_actual_currency,conversion_rate,final_amount,amount_settled
1965,1077,2024-09-29,2024-09-30,2013,Debit,290.75,1.03,299.47,290.75
1966,1081,2024-03-09,2024-03-10,2003,Debit,185.9,0.94,174.75,185.9
1967,1019,2024-07-06,2024-07-07,2007,Credit,66.02,1.03,68.0,66.02
1968,1067,2024-09-27,2024-09-28,2012,Credit,405.97,1.07,434.39,405.97
1969,1079,2024-04-17,2024-04-20,2005,Debit,268.35,0.96,257.62,268.35
1970,1005,2024-04-10,2024-04-14,2007,Credit,423.88,1.09,462.03,423.88
1971,1076,2024-04-20,2024-04-22,2009,Debit,71.68,0.93,66.66,71.68
1972,1063,2024-04-04,2024-04-05,2017,Debit,25.88,1.07,27.69,25.88
1973,1047,2024-06-04,2024-06-08,2005,Debit,232.82,0.9,209.54,232.82
1974,1066,2024-06-19,2024-06-20,2009,Debit,289.13,1.02,294.91,289.13
1975,1074,2024-03-10,2024-03-12,2003,Debit,108.86,0.98,106.68,108.86
1976,1072,2024-09-27,2024-10-01,2015,Credit,141.1,1.09,153.8,141.1
1977,1087,2024-06-02,2024-06-04,2004,Credit,82.56,0.96,79.26,82.56
1978,1049,2024-11-16,2024-11-17,2013,Credit,189.49,0.92,174.33,189.49
1979,1062,2024-05-22,2024-05-25,2006,Debit,224.93,1.08,242.92,224.93
1980,1011,2024-11-25,2024-11-28,2002,Credit,32.46,1.03,33.43,32.46
1981,1081,2024-01-19,2024-01-21,2019,Debit,164.18,1.07,175.67,164.18
1982,1078,2024-08-04,2024-08-05,2017,Debit,371.93,1.06,394.25,371.93
1983,1035,2024-05-12,2024-05-13,2017,Debit,64.77,0.95,61.53,64.77
1984,1017,2024-11-13,2024-11-15,2007,Debit,254.63,0.98,249.54,254.63
1985,1021,2024-10-31,2024-11-04,2012,Credit,241.59,0.92,222.26,241.59
1986,1096,2024-03-31,2024-04-04,2008,Debit,440.44,1.05,462.46,440.44
1987,1039,2024-07-07,2024-07-11,2011,Debit,340.42,0.96,326.8,340.42
1988,1006,2024-10-14,2024-10-16,2017,Debit,21.28,1.06,22.56,21.28
1989,1043,2024-03-02,2024-03-03,2008,Debit,453.89,0.93,422.12,453.89
1990,1090,2024-08-14,2024-08-16,2009,Credit,250.66,0.93,233.11,250.66
1991,1056,2024-12-23,2024-12-26,2020,Debit,415.51,1.04,432.13,415.51
1992,1044,2024-07-04,2024-07-07,2003,Credit,304.09,0.95,288.89,304.09
1993,1022,2024-12-29,2025-01-02,2009,Credit,441.84,0.98,433.0,441.84
1994,1031,2024-10-05,2024-10-09,2004,Credit,22.68,1.08,24.49,22.68
1995,1048,2024-11-09,2024-11-13,2012,Credit,99.97,0.97,96.97,99.97
1996,1043,2024-01-25,2024-01-26,2010,Credit,397.6,1.06,421.46,397.6
1997,1053,2024-11-25,2024-11-27,2020,Debit,308.65,0.97,299.39,308.65
1998,1002,2024-11-25,2024-11-27,2008,Credit,15.04,0.95,14.29,15.04
1999,1057,2024-02-01,2024-02-02,2001,Debit,421.78,0.93,392.26,421.78
2000,1009,2024-10-03,2024-10-04,2009,Debit,338.92,0.94,318.58,338.92
